country,iso3c,date,SPI.DIM2.1.INDEX,SPI.DIM2.2.INDEX,SPI.DIM2.4.INDEX,SPI.DIM3.1.INDEX,SPI.DIM3.2.INDEX,SPI.DIM3.3.INDEX,SPI.DIM3.4.INDEX,income,region,population
Armenia,ARM,2011,,,,0.7325,0.549,0.5,0.75,Upper middle income,Europe & Central Asia,2876538
Aruba,ABW,2011,,,,0.1175,0.201666667,0.2855,0.2445,High income,Latin America & Caribbean,102046
Australia,AUS,2011,1,,,0.65,0.533333333,1,0.4165,High income,East Asia & Pacific,22340024
Austria,AUT,2011,1,,,0.556,0.610166667,1,0.4375,High income,Europe & Central Asia,8391643
Azerbaijan,AZE,2011,,,,0.685,0.507333333,0.5,0.6125,Upper middle income,Europe & Central Asia,9173082
"Bahamas, The",BHS,2011,,,,0.340666667,0.373666667,0.2855,0.4375,High income,Latin America & Caribbean,359577
Bahrain,BHR,2011,,,,0.373666667,0.417,0.2855,0.375,High income,Middle East & North Africa,1278151
Bangladesh,BGD,2011,,,,0.705666667,0.509666667,0.5,0.6875,Lower middle income,South Asia,149273778
Barbados,BRB,2011,,,,0.503333333,0.511166667,0.9285,0.5625,High income,Latin America & Caribbean,282987
Belarus,BLR,2011,,,,0.592833333,0.452666667,0.4285,0.625,Upper middle income,Europe & Central Asia,9473172
Belgium,BEL,2011,1,,,0.532,0.534166667,0.5,0.4375,High income,Europe & Central Asia,11038264
Belize,BLZ,2011,,,,0.587,0.507,1,0.6875,Upper middle income,Latin America & Caribbean,330237
Benin,BEN,2011,,,,0.531,0.55,0.4375,0.5625,Lower middle income,Sub-Saharan Africa,9460830
Bermuda,BMU,2011,,,,0.134166667,0.144166667,0.2855,0.199,High income,North America,64564
Bhutan,BTN,2011,,,,0.725166667,0.523166667,1,0.5835,Lower middle income,South Asia,693298
Bolivia,BOL,2011,,,,0.699,0.7205,1,0.6125,Lower middle income,Latin America & Caribbean,10212954
Bosnia and Herzegovina,BIH,2011,,,,0.560666667,0.489833333,0.5,0.625,Upper middle income,Europe & Central Asia,3661175
Botswana,BWA,2011,,,,0.658333333,0.502666667,0.5,0.625,Upper middle income,Sub-Saharan Africa,2015402
Brazil,BRA,2011,,,,0.767166667,0.732,1,0.6875,Upper middle income,Latin America & Caribbean,197514534
British Virgin Islands,VGB,2011,,,,0.1175,0.2035,0.2855,0.0835,High income,Latin America & Caribbean,28319
Brunei Darussalam,BRN,2011,,,,0.3435,0.373666667,0.375,0.3375,High income,East Asia & Pacific,393688
Bulgaria,BGR,2011,,,,0.631666667,0.598,0.875,0.5625,Upper middle income,Europe & Central Asia,7348328
Burkina Faso,BFA,2011,,,,0.697166667,0.578,1,0.6875,Low income,Sub-Saharan Africa,16081911
Burundi,BDI,2011,,,,0.5425,0.425833333,0.5,0.46,Low income,Sub-Saharan Africa,8958406
Cabo Verde,CPV,2011,,,,0.576833333,0.5305,1,0.75,Lower middle income,Sub-Saharan Africa,498856
Cambodia,KHM,2011,,,,0.696833333,0.5625,1,0.5,Lower middle income,East Asia & Pacific,14541423
Cameroon,CMR,2011,,,,0.653666667,0.659666667,1,0.55,Lower middle income,Sub-Saharan Africa,20906388
Canada,CAN,2011,1,,,0.510833333,0.491666667,0.5,0.5,High income,North America,34339328
Cayman Islands,CYM,2011,,,,0.092166667,0.201666667,0.2855,0.1535,High income,Latin America & Caribbean,57878
Central African Republic,CAF,2011,,,,0.577166667,0.351666667,0.5,0.4945,Low income,Sub-Saharan Africa,4418636
Chad,TCD,2011,,,,0.524666667,0.337833333,0.5,0.3695,Low income,Sub-Saharan Africa,12360989
Channel Islands,CHI,2011,,,,,,,,High income,Europe & Central Asia,160998
Chile,CHL,2011,1,,,0.722833333,0.618,1,0.625,High income,Latin America & Caribbean,17233576
China,CHN,2011,,,,0.568166667,0.471666667,0.5,0.5625,Upper middle income,East Asia & Pacific,1344130000
Colombia,COL,2011,,,,0.7405,0.619166667,1,0.6875,Upper middle income,Latin America & Caribbean,45662747
Comoros,COM,2011,,,,0.385,0.399,1,0.425,Lower middle income,Sub-Saharan Africa,706569
"Congo, Dem. Rep.",COD,2011,,,,0.522166667,0.378666667,0.5,0.46,Low income,Sub-Saharan Africa,66755153
"Congo, Rep.",COG,2011,,,,0.561833333,0.387333333,0.5,0.5225,Lower middle income,Sub-Saharan Africa,4394844
Costa Rica,CRI,2011,,,,0.797666667,0.576333333,1,0.8125,Upper middle income,Latin America & Caribbean,4633086
Cote d'Ivoire,CIV,2011,,,,0.644666667,0.472833333,1,0.5835,Lower middle income,Sub-Saharan Africa,21028655
Croatia,HRV,2011,,,,0.626666667,0.4875,0.5,0.5,High income,Europe & Central Asia,4280622
Cuba,CUB,2011,,,,0.4785,0.356833333,0.5,0.3695,Upper middle income,Latin America & Caribbean,11236670
Curacao,CUW,2011,,,,0.0675,0.233,0.2855,0.146,High income,Latin America & Caribbean,150831
Cyprus,CYP,2011,,,,0.519666667,0.5055,0.875,0.375,High income,Europe & Central Asia,1124833
Czech Republic,CZE,2011,1,,,0.576666667,0.443333333,0.5,0.5,High income,Europe & Central Asia,10496088
Denmark,DNK,2011,1,,,0.558833333,0.436,0.4285,0.4375,High income,Europe & Central Asia,5570572
Djibouti,DJI,2011,,,,0.385,0.401333333,0.875,0.425,Lower middle income,Middle East & North Africa,853674
Dominica,DMA,2011,,,,0.44,0.398666667,0.9375,0.6875,Upper middle income,Latin America & Caribbean,70916
Dominican Republic,DOM,2011,,,,0.642333333,0.5095,0.5,0.75,Upper middle income,Latin America & Caribbean,9813210
Ecuador,ECU,2011,,,,0.7235,0.579,1,0.6625,Upper middle income,Latin America & Caribbean,15243883
"Egypt, Arab Rep.",EGY,2011,,,,0.690166667,0.620833333,1,0.625,Lower middle income,Middle East & North Africa,84529250
El Salvador,SLV,2011,,,,0.755333333,0.5785,1,0.6875,Lower middle income,Latin America & Caribbean,6210568
Equatorial Guinea,GNQ,2011,,,,0.525333333,0.420833333,1,0.375,Upper middle income,Sub-Saharan Africa,986853
Eritrea,ERI,2011,,,,0.494833333,0.334833333,0.5,0.324,Low income,Sub-Saharan Africa,3213972
Estonia,EST,2011,1,,,0.576833333,0.536,0.7855,0.4375,High income,Europe & Central Asia,1327439
Eswatini,SWZ,2011,,,,0.684666667,0.4435,1,0.5625,Lower middle income,Sub-Saharan Africa,1072032
Ethiopia,ETH,2011,,,,0.687666667,0.576666667,1,0.5625,Low income,Sub-Saharan Africa,90139927
Faroe Islands,FRO,2011,,,,0.066,0.066666667,0.2855,0.091,High income,Europe & Central Asia,47823
Fiji,FJI,2011,,,,0.582166667,0.488833333,1,0.6125,Upper middle income,East Asia & Pacific,863449
Finland,FIN,2011,1,,,0.6045,0.533333333,1,0.4375,High income,Europe & Central Asia,5388272
France,FRA,2011,1,,,0.549,0.45,0.5,0.3125,High income,Europe & Central Asia,65342780
French Polynesia,PYF,2011,,,,0.069166667,0.21,0.857,0.1,High income,East Asia & Pacific,267698
Gabon,GAB,2011,,,,0.327,0.3735,0.4375,0.55,Upper middle income,Sub-Saharan Africa,1684635
"Gambia, The",GMB,2011,,,,0.568666667,0.4715,0.9285,0.425,Low income,Sub-Saharan Africa,1848147
Georgia,GEO,2011,,,,0.634666667,0.459666667,0.5,0.6875,Upper middle income,Europe & Central Asia,3756441
Germany,DEU,2011,1,,,0.504333333,0.45,0.5,0.4375,High income,Europe & Central Asia,80274983
Ghana,GHA,2011,,,,0.665166667,0.527333333,1,0.8125,Lower middle income,Sub-Saharan Africa,25387710
Gibraltar,GIB,2011,,,,0.1,0.085166667,0.143,0,High income,Europe & Central Asia,33612
Greece,GRC,2011,1,,,0.501333333,0.491666667,0.5,0.4375,High income,Europe & Central Asia,11104899
Greenland,GRL,2011,,,,0.084166667,0.0795,0.357,0.0455,High income,Europe & Central Asia,56890
Grenada,GRD,2011,,,,0.481333333,0.398666667,1,0.6875,Upper middle income,Latin America & Caribbean,106796
Guam,GUM,2011,,,,0.084166667,0.1555,0.2855,0.0835,High income,East Asia & Pacific,159692
Guatemala,GTM,2011,,,,0.644333333,0.599333333,1,0.646,Upper middle income,Latin America & Caribbean,14521515
Guinea,GIN,2011,,,,0.4405,0.359666667,0.5,0.3975,Low income,Sub-Saharan Africa,10420471
Guinea-Bissau,GNB,2011,,,,0.470166667,0.321833333,0.4285,0.3975,Low income,Sub-Saharan Africa,1562989
Guyana,GUY,2011,,,,0.597333333,0.509666667,0.875,0.6125,Upper middle income,Latin America & Caribbean,752028
Haiti,HTI,2011,,,,0.317833333,0.365166667,0.5,0.3975,Low income,Latin America & Caribbean,10100320
Honduras,HND,2011,,,,0.628666667,0.551333333,1,0.5835,Lower middle income,Latin America & Caribbean,8480671
"Hong Kong SAR, China",HKG,2011,,,,0.185833333,0.2375,0.3335,0.375,High income,East Asia & Pacific,7071600
Hungary,HUN,2011,1,,,0.549,0.412833333,0.375,0.5,High income,Europe & Central Asia,9971727
Iceland,ISL,2011,1,,,0.472833333,0.422166667,0.357,0.4375,High income,Europe & Central Asia,319014
India,IND,2011,,,,0.557166667,0.565166667,0.5,0.6875,Lower middle income,South Asia,1250288729
Indonesia,IDN,2011,,,,0.6235,0.607,1,0.6875,Upper middle income,East Asia & Pacific,245116206
"Iran, Islamic Rep.",IRN,2011,,,,0.709833333,0.523666667,1,0.4875,Upper middle income,Middle East & North Africa,74634956
Iraq,IRQ,2011,,,,0.606833333,0.527,1,0.432,Upper middle income,Middle East & North Africa,30725300
Ireland,IRL,2011,1,,,0.491833333,0.436,0.5,0.375,High income,Europe & Central Asia,4580084
Isle of Man,IMN,2011,,,,0.061166667,0.0945,0.143,0.0625,High income,Europe & Central Asia,84886
Israel,ISR,2011,1,,,0.464333333,0.352833333,0.357,0.375,High income,Middle East & North Africa,7765800
Italy,ITA,2011,1,,,0.576833333,0.519333333,1,0.4375,High income,Europe & Central Asia,59379449
Jamaica,JAM,2011,,,,0.619166667,0.509666667,1,0.8125,Upper middle income,Latin America & Caribbean,2825929
Japan,JPN,2011,1,,,0.538666667,0.5055,1,0.4375,High income,East Asia & Pacific,127833000
Jordan,JOR,2011,,,,0.6635,0.5375,1,0.625,Upper middle income,Middle East & North Africa,7663131
Kazakhstan,KAZ,2011,,,,0.714833333,0.5675,1,0.6875,Upper middle income,Europe & Central Asia,16557201
Kenya,KEN,2011,,,,0.604,0.5305,1,0.5625,Lower middle income,Sub-Saharan Africa,43178257
Kiribati,KIR,2011,,,,0.434333333,0.321833333,0.4285,0.5,Lower middle income,East Asia & Pacific,104728
"Korea, Dem. People’s Rep.",PRK,2011,,,,0.3965,0.329333333,0.5,0.324,Low income,East Asia & Pacific,24673385
"Korea, Rep.",KOR,2011,1,,,0.609,0.559166667,1,0.4375,High income,East Asia & Pacific,49936638
Kosovo,XKX,2011,,,,,,,,Upper middle income,Europe & Central Asia,1791000
Kuwait,KWT,2011,,,,0.445,0.483333333,0.7855,0.4375,High income,Middle East & North Africa,3168060
Kyrgyz Republic,KGZ,2011,,,,0.684833333,0.565666667,1,0.6875,Lower middle income,Europe & Central Asia,5514600
Lao PDR,LAO,2011,,,,0.679333333,0.462166667,1,0.5835,Lower middle income,East Asia & Pacific,6347567
Latvia,LVA,2011,1,,,0.5085,0.452666667,0.2855,0.375,High income,Europe & Central Asia,2059709
Lebanon,LBN,2011,,,,0.549333333,0.4555,1,0.6875,Upper middle income,Middle East & North Africa,5202343
Lesotho,LSO,2011,,,,0.592166667,0.423833333,0.5,0.625,Lower middle income,Sub-Saharan Africa,2003787
Liberia,LBR,2011,,,,0.5865,0.409,0.5,0.585,Low income,Sub-Saharan Africa,4017443
Libya,LBY,2011,,,,0.381333333,0.291666667,0.5,0.25,Upper middle income,Middle East & North Africa,6247439
Liechtenstein,LIE,2011,,,,0.177166667,0.203333333,0.375,0.1875,High income,Europe & Central Asia,36293
Lithuania,LTU,2011,1,,,0.501333333,0.452666667,0.2855,0.4375,High income,Europe & Central Asia,3028115
Luxembourg,LUX,2011,1,,,0.465666667,0.426666667,0.4375,0.375,High income,Europe & Central Asia,518347
"Macao SAR, China",MAC,2011,,,,0.141333333,0.198166667,0.25,0.3125,High income,East Asia & Pacific,550832
Madagascar,MDG,2011,,,,0.637,0.565166667,1,0.5625,Low income,Sub-Saharan Africa,21743967
Malawi,MWI,2011,,,,0.638,0.484166667,1,0.4875,Low income,Sub-Saharan Africa,14962112
Malaysia,MYS,2011,,,,0.690666667,0.556833333,1,0.5625,Upper middle income,East Asia & Pacific,28650955
Maldives,MDV,2011,,,,0.579333333,0.3875,0.9285,0.5625,Upper middle income,South Asia,380495
Mali,MLI,2011,,,,0.649833333,0.5585,0.9375,0.625,Low income,Sub-Saharan Africa,15514591
Malta,MLT,2011,,,,0.461666667,0.419333333,0.2855,0.375,High income,Middle East & North Africa,416268
Marshall Islands,MHL,2011,,,,0.385333333,0.445333333,0.9285,0.307,Upper middle income,East Asia & Pacific,56531
Mauritania,MRT,2011,,,,0.5485,0.314833333,0.5,0.4375,Lower middle income,Sub-Saharan Africa,3598648
Mauritius,MUS,2011,,,,0.5885,0.595833333,1,0.75,High income,Sub-Saharan Africa,1252404
Mexico,MEX,2011,,,,0.691,0.6265,1,0.6625,Upper middle income,Latin America & Caribbean,115695473
"Micronesia, Fed. Sts.",FSM,2011,,,,0.283166667,0.3435,1,0.38,Lower middle income,East Asia & Pacific,103450
Moldova,MDA,2011,,,,0.571833333,0.3455,0.5,0.625,Lower middle income,Europe & Central Asia,2859833
Monaco,MCO,2011,,,,0.143166667,0.074,0.2145,0.1875,High income,Europe & Central Asia,36024
Mongolia,MNG,2011,,,,0.7895,0.489833333,1,0.75,Lower middle income,East Asia & Pacific,2770362
Montenegro,MNE,2011,,,,0.526,0.426,1,0.6125,Upper middle income,Europe & Central Asia,620079
Morocco,MAR,2011,,,,0.751333333,0.529166667,1,0.5625,Lower middle income,Middle East & North Africa,32781850
Mozambique,MOZ,2011,,,,0.633833333,0.55,1,0.4875,Low income,Sub-Saharan Africa,24187487
Myanmar,MMR,2011,,,,0.542833333,0.419,1,0.55,Lower middle income,East Asia & Pacific,50990615
Namibia,NAM,2011,,,,0.599666667,0.477833333,1,0.5,Upper middle income,Sub-Saharan Africa,2156701
Nauru,NRU,2011,,,,0.425166667,0.299666667,0.4285,0.279,High income,East Asia & Pacific,10057
Nepal,NPL,2011,,,,0.758833333,0.5585,1,0.6875,Lower middle income,South Asia,27041437
Netherlands,NLD,2011,1,,,0.508833333,0.444333333,0.4285,0.4375,High income,Europe & Central Asia,16693074
New Caledonia,NCL,2011,,,,0.1635,0.176666667,0.857,0.05,High income,East Asia & Pacific,254350
New Zealand,NZL,2011,1,,,0.456166667,0.402833333,1,0.4375,High income,East Asia & Pacific,4384000
Nicaragua,NIC,2011,,,,0.577,0.508333333,1,0.6875,Lower middle income,Latin America & Caribbean,5903039
Niger,NER,2011,,,,0.554666667,0.486333333,1,0.4875,Low income,Sub-Saharan Africa,17114761
Nigeria,NGA,2011,,,,0.62,0.418,0.5,0.5835,Lower middle income,Sub-Saharan Africa,162805071
North Macedonia,MKD,2011,,,,0.655,0.3235,0.5,0.6875,Upper middle income,Europe & Central Asia,2072487
Northern Mariana Islands,MNP,2011,,,,0.084166667,0.033333333,0.357,0.077,High income,East Asia & Pacific,54012
Norway,NOR,2011,1,,,0.553666667,0.375,0.5,0.5,High income,Europe & Central Asia,4953088
Oman,OMN,2011,,,,0.6015,0.413,0.5,0.5,High income,Middle East & North Africa,3251108
Pakistan,PAK,2011,,,,0.691833333,0.6125,1,0.5625,Lower middle income,South Asia,183340592
Palau,PLW,2011,,,,0.297166667,0.341333333,0.4285,0.307,High income,East Asia & Pacific,17745
Panama,PAN,2011,,,,0.726833333,0.570833333,1,0.5,High income,Latin America & Caribbean,3706483
Papua New Guinea,PNG,2011,,,,0.560666667,0.438833333,1,0.443,Lower middle income,East Asia & Pacific,7472200
Paraguay,PRY,2011,,,,0.6985,0.553,1,0.6875,Upper middle income,Latin America & Caribbean,6333976
Peru,PER,2011,,,,0.728,0.536,1,0.6875,Upper middle income,Latin America & Caribbean,29264318
Philippines,PHL,2011,,,,0.6665,0.640166667,1,0.646,Lower middle income,East Asia & Pacific,95570047
Poland,POL,2011,1,,,0.538833333,0.391666667,0.357,0.5,High income,Europe & Central Asia,38063255
Portugal,PRT,2011,1,,,0.508833333,0.402666667,0.5,0.4375,High income,Europe & Central Asia,10557560
Puerto Rico,PRI,2011,,,,0.151833333,0.186833333,0.357,0.216,High income,Latin America & Caribbean,3678732
Qatar,QAT,2011,,,,0.334666667,0.367,0.2855,0.4,High income,Middle East & North Africa,2035871
Romania,ROU,2011,,,,0.545,0.509333333,0.875,0.5625,High income,Europe & Central Asia,20147528
Russian Federation,RUS,2011,,,,0.51,0.402833333,0.875,0.6875,Upper middle income,Europe & Central Asia,142960908
Rwanda,RWA,2011,,,,0.587,0.350833333,0.5,0.4875,Low income,Sub-Saharan Africa,10293331
Samoa,WSM,2011,,,,0.547,0.432,1,0.46,Upper middle income,East Asia & Pacific,187469
San Marino,SMR,2011,,,,0.1765,0.105333333,0.25,0.233,High income,Europe & Central Asia,31661
Sao Tome and Principe,STP,2011,,,,0.518333333,0.299666667,0.5,0.625,Lower middle income,Sub-Saharan Africa,184524
Saudi Arabia,SAU,2011,,,,0.379,0.394333333,0.5,0.375,High income,Middle East & North Africa,28267685
Senegal,SEN,2011,,,,0.643,0.560666667,1,0.55,Lower middle income,Sub-Saharan Africa,13033809
Serbia,SRB,2011,,,,0.695,0.428833333,1,0.6875,Upper middle income,Europe & Central Asia,7234099
Seychelles,SYC,2011,,,,0.460666667,0.401833333,1,0.521,High income,Sub-Saharan Africa,87441
Sierra Leone,SLE,2011,,,,0.596833333,0.414833333,1,0.55,Low income,Sub-Saharan Africa,6563240
Singapore,SGP,2011,1,,,0.329166667,0.4145,0.2855,0.4375,High income,East Asia & Pacific,5183688
Sint Maarten (Dutch part),SXM,2011,,,,0.058833333,0.046166667,0.2855,0.0385,High income,Latin America & Caribbean,33435
Slovak Republic,SVK,2011,1,,,0.522166667,0.388833333,0.375,0.5,High income,Europe & Central Asia,5398384
Slovenia,SVN,2011,1,,,0.584666667,0.497833333,1,0.5,High income,Europe & Central Asia,2052843
Solomon Islands,SLB,2011,,,,0.498166667,0.385166667,1,0.425,Lower middle income,East Asia & Pacific,541521
Somalia,SOM,2011,,,,0.305333333,0.283,0.5,0.25,Low income,Sub-Saharan Africa,12376302
South Africa,ZAF,2011,,,,0.704833333,0.459666667,0.5,0.75,Upper middle income,Sub-Saharan Africa,52004172
South Sudan,SSD,2011,,,,0.476666667,0.273666667,0.5,0.226,Low income,Sub-Saharan Africa,9830698
Spain,ESP,2011,1,,,0.543833333,0.5,1,0.4375,High income,Europe & Central Asia,46742697
Sri Lanka,LKA,2011,,,,0.684666667,0.584666667,1,0.75,Lower middle income,South Asia,20398670
St. Kitts and Nevis,KNA,2011,,,,0.391833333,0.3735,0.9285,0.625,High income,Latin America & Caribbean,49442
St. Lucia,LCA,2011,,,,0.422,0.429166667,1,0.6875,Upper middle income,Latin America & Caribbean,175544
St. Martin (French part),MAF,2011,,,,0,0.088833333,0.143,0,High income,Latin America & Caribbean,37446
St. Vincent and the Grenadines,VCT,2011,,,,0.425166667,0.398166667,1,0.625,Upper middle income,Latin America & Caribbean,108316
Sudan,SDN,2011,,,,0.559333333,0.470833333,1,0.375,Low income,Sub-Saharan Africa,35349681
Suriname,SUR,2011,,,,0.476166667,0.341666667,0.5,0.5625,Upper middle income,Latin America & Caribbean,535177
Sweden,SWE,2011,1,,,0.5345,0.484,1,0.4375,High income,Europe & Central Asia,9449213
Switzerland,CHE,2011,1,,,0.590666667,0.486833333,1,0.5,High income,Europe & Central Asia,7912398
Syrian Arab Republic,SYR,2011,,,,0.533,0.443,1,0.425,Low income,Middle East & North Africa,21082966
"Taiwan, China",TWN,2011,,,,,,,,High income,East Asia & Pacific,
Tajikistan,TJK,2011,,,,0.518,0.401666667,0.5,0.6625,Low income,Europe & Central Asia,7697510
Tanzania,TZA,2011,,,,0.6695,0.560666667,1,0.4375,Lower middle income,Sub-Saharan Africa,45673338
Thailand,THA,2011,,,,0.614666667,0.459666667,0.5,0.6875,Upper middle income,East Asia & Pacific,67518382
Timor-Leste,TLS,2011,,,,0.570666667,0.44,1,0.4875,Lower middle income,East Asia & Pacific,1113151
Togo,TGO,2011,,,,0.590666667,0.494333333,1,0.6875,Low income,Sub-Saharan Africa,6595943
Tonga,TON,2011,,,,0.384833333,0.401833333,1,0.55,Upper middle income,East Asia & Pacific,103562
Trinidad and Tobago,TTO,2011,,,,0.618,0.460666667,1,0.75,High income,Latin America & Caribbean,1336178
Tunisia,TUN,2011,,,,0.636666667,0.556833333,1,0.5,Lower middle income,Middle East & North Africa,10741880
Turkey,TUR,2011,,,,0.6865,0.598666667,1,0.75,Upper middle income,Europe & Central Asia,73443863
Turkmenistan,TKM,2011,,,,0.351166667,0.331,0.5,0.2615,Upper middle income,Europe & Central Asia,5174085
Turks and Caicos Islands,TCA,2011,,,,0.053333333,0.201666667,0.2855,0.101,High income,Latin America & Caribbean,33377
Tuvalu,TUV,2011,,,,0.451333333,0.299666667,0.357,0.3375,Upper middle income,East Asia & Pacific,10633
Uganda,UGA,2011,,,,0.686333333,0.540666667,1,0.5625,Low income,Sub-Saharan Africa,33476919
Ukraine,UKR,2011,,,,0.679,0.509666667,1,0.6875,Lower middle income,Europe & Central Asia,45706086
United Arab Emirates,ARE,2011,,,,0.327166667,0.325,0.25,0.35,High income,Middle East & North Africa,8946777
United Kingdom,GBR,2011,1,,,0.510666667,0.513833333,1,0.375,High income,Europe & Central Asia,63258810
